Song_name,title_with_featured,Artist,Lyrics
All Over You,All Over You,Bob Dylan,"Well, if I had to do it all over again
Babe, I’d do it all over you
And if I had to wait for ten thousand years
Babe, I’d even do that too
Well, a dog’s got his bone in the alley
A cat, she’s got nine lives
A millionaire’s got a million dollars
King Saud’s got four hundred wives
Well, ev’rybody’s got somethin’
That they’re looking’ forward to
I’m looking’ forward to when I can do it all again
And babe, I’ll do it all over you

Well, if I had my way tomorrow or today
Babe, I’d run circles all around
I’d jump up in the wind, do a somersault and spin
I’d even dance a jig on the ground
Well, everybody gets their hour
Everybody gets their time
Little David when he picked up his pebbles
Even Sampson after he went blind
Well, everybody gets the chance
To do what they want to do
When my time arrives you better run for your life
’Cause babe, I’ll do it all over you
Well, I don’t need no money, I just need a day that’s sunny
Baby, and my days are gonna come
And I grab me a pint, you know that I’m a giant
When you hear me yelling’, “Fee-fi-fo-fum”
Well, you cut me like a jigsaw puzzle
You made me to a walk-in’ wreck
Then you pushed my heart through my backbone
Then you knocked off my head from my neck
Well, if I’m ever stand-in’ steady
A-doin’ what I want to do
Well, I tell you little lover that you better run for cover
’Cause babe, I’ll do it all over you

I’m just resting’ at your gate so that I won’t be late
And, momma, I’m a-just sitting’ on the shelf
Look out your window fair and you’ll see me squatting’ there
Just a-fumblin’ and a-mumbling’ to myself
Well, after my cigarette’s been smoked up
After all my liquor’s been drunk
After my dreams are dreamed out
After all my thoughts have been thunk
Well, after I do some of these things
I’m gonna do what I have to do
And I tell you on the side, that you better run and hide
’Cause babe, I’ll do it all over you"
All or Nothing at All,All or Nothing at All,Bob Dylan,"All or nothing at all
Half a love never appealed to me
If your heart never could yield to me
Then I'd rather have nothing at all
All or nothing at all
If it's love there is no in-between
Why begin then cry for something that might have been
No I'd rather have nothing at all
Please don't bring your lips so close to my cheek
Don't smile, I'll be lost beyond recall
The kiss in your eyes and the touch of your hand makes me weak
And my heart may grow dizzy and fall
And if I fell under the spell of your call
I would be caught in the undertow
And so you see, I've got to say ""No, no""
All or nothing at all
All or nothing at all"
All the Tired Horses,All the Tired Horses,Bob Dylan,"All the tired horses in the sun
How'm I supposed to get any riding done? Hmm
All the tired horses in the sun
How'm I supposed to get any riding done? Hmm
All the tired horses in the sun
How'm I supposed to get any riding done? Hmm
All the tired horses in the sun
How'm I supposed to get any riding done? Hmm
All the tired horses in the sun
How'm I supposed to get any riding done? Hmm
All the tired horses in the sun
How'm I supposed to get any riding done? Hmm
All the tired horses in the sun
How'm I supposed to get any riding done? Hmm
All the tired horses in the sun
How'm I supposed to get any riding done? Hmm
All the tired horses in the sun
How'm I supposed to get any riding done? Hmm
All the tired horses in the sun
How'm I supposed to get any riding done? Hmm
All the tired horses in the sun
How'm I supposed to get any riding done? Hmm
All the tired horses in the sun
How'm I supposed to get any riding done? Hmm
All the tired horses in the sun
How'm I supposed to get any riding done? Hmm"
All the Way,All the Way,Bob Dylan,"When somebody loves you
It's no good unless he loves you all the way
Happy to be near you
When you need someone to cheer you all the way
Taller than the tallest tree is
That's how it's got to feel
Deeper than the deep blue sea is
That's how deep it goes if it's real
When somebody needs you
It's no good unless she needs you all the way
Through the good or lean years
And for all those in-between years come what may
Who knows where the road will lead us
Only a fool would say
But if you'll let me love you
It's for sure I'm gonna love you all the way, all the way
And when somebody needs you
It's no good unless she needs you all the way
And through the good or lean years
And for all those in-between years come what may
Who knows where the road will lead us
Only a fool would say
But if you'll let me love you
It's for sure I'm gonna love you all the way, all the way"
Angelina,Angelina,Bob Dylan,"Well, it’s always been my nature to take chances
My right hand drawing back while my left hand advances
Where the current is strong and the monkey dances
To the tune of a concertina

Blood dryin’ in my yellow hair as I go from shore to shore
I know what it is that has drawn me to your door
But whatever it could be, makes me think you’ve seen me before
Angelina

Oh, Angelina. Oh, Angelina

His eyes were two slits that would make a snake proud
With a face that any painter would paint as he walked through the crowd
Worshipping a god with the body of a woman well endowed
And the head of a hyena

Do I need your permission to turn the other cheek?
If you can read my mind, why must I speak?
No, I have heard nothing about the man that you seek
Angelina

In the valley of the giants where the stars and stripes explode
The peaches they were sweet and the milk and honey flowed
I was only following instructions when the judge sent me down the road
With your subpoena

When you cease to exist, then who will you blame
I’ve tried my best to love you but I cannot play this game
Your best friend and my worst enemy is one and the same
Angelina


There’s a black Mercedes rolling through the combat zone
Your servants are half dead, you’re down to the bone
Tell me, tall men, where would you like to be overthrown
Maybe down in Jerusalem or Argentina?

She was stolen from her mother when she was three days old
Now her vengeance has been satisfied and her possessions have been sold
He’s surrounded by God’s angels and she’s wearing’ a blindfold
And so are you, Angelina

I see pieces of men marching; trying to take heaven by force
I can see the unknown rider, I can see the pale white horse
In God’s truth tell me what you want and you’ll have it of course
Just step into the arena

Beat a path of retreat up them spiral staircases
Pass the tree of smoke, pass the angel with four faces
Begging God for mercy and weeping’ in unholy places
Angelina"
Annie’s Going to Sing Her Song,Annie's Going to Sing Her Song,Bob Dylan,"What's your hurry? Just watch this
This is one you mustn't miss:
Annie's going to sing her song
Called
""Take Me Back Again
A drink for me, a drink for you;
You're going to need a drink or two:
Annie's going to sing her song
Called
""Take Me Back Again
You never heard it sung before;
I hear it twice a month or more
Complete with tears and sheepish grins;
It only lacks the violins
The tune goes flat from time to time
The lyric sometimes fails to rhyme
But Annie's going to sing her song
Called
""Take Me Back Again
La la la la la la la
La la la la la la la
Annie's going to sing her song
Called
""Take Me Back Again
It sometimes lasts the whole night long
Depends on how long she's been gone
I sit and look as hard as nails;
She knows the damn thing never fails
Take the bottle, fill your cup;
Don't miss the part where I fold up;
Annie's going to sing her song
Called
""Take Me Back Again
La la la la la la la
La la la la la la la
Annie's going to sing her song
Called
""Take Me Back Again
It isn't Annie's only tune;
The other I'll be hearing soon
Next week, tomorrow, or today;
She sings it when she goes away
Take the bottle, fill your cup;
Don't miss the part where I fold up;
Annie's going to sing her song
Called
""Take Me Back Again;
Come on, Annie, sing you song
Called
""Take Me Back Again"
Are You Ready,Are You Ready,Bob Dylan,"Are you ready, are you ready?
Are you ready, are you ready?

Are you ready to meet Jesus?
Are you where you ought to be?
Will He know you when He sees you
Or will He say, “Depart from Me”?

Are you ready, hope you’re ready
Am I ready, am I ready?
Am I ready, am I ready?

Am I ready to lay down my life for the brethren
And to take up my cross?
Have I surrendered to the will of God
Or am I still acting like the boss?

Am I ready, hope I’m ready

When destruction cometh swiftly
And there’s no time to say a fare-thee-well
Have you decided whether you want to be
In heaven or in hell?
Are you ready, are you ready?

Have you got some unfinished business?
Is there something holding you back?
Are you thinking for yourself
Or are you following the pack?

Are you ready, hope you’re ready
Are you ready?
Are you ready for the judgment?
Are you ready for that terrible swift sword?
Are you ready for Armageddon?
Are you ready for the day of the Lord?
Are you ready, I hope you’re ready"
Arthur McBride,Arthur McBride,Bob Dylan,"Oh, me and my cousin, one Arthur McBride
As we went a-walking down by the seaside
Mark now what followed and what did betide
For it being on Christmas morning
Now, for recreation, we went on a tramp
And we met Sergeant Napper and Corporal Vamp
And a little wee drummer intending to camp
For the day being pleasant and charming

""Good morning, good morning,"" the Sergeant he cried
""And the same to you, gentlemen,"" we did reply
Intending no harm but meant to pass by
For it being on Christmas morning
""But,"" says he, ""My fine fellows, if you will enlist
Ten guineas in gold I'll stick to your fist
And a crown in the bargain for to kick up the dust
And drink the king's health in the morning

""For a soldier, he leads a very fine life
And he always is blessed with a charming young wife
And he pays all his debts without sorrow or strife
And he always lives pleasant and charming
And a soldier, he always is decent and clean
In the finest of clothing he's constantly seen
While other poor fellows go dirty and mean
And sup on thin gruel in the morning.""
""But,"" says Arthur, ""I wouldn't be proud of your clothes
For you've only the lend of them, as I suppose
But you dare not change them one night, for you know
If you do, you'll be flogged in the morning
And although that we're single and free
We take great delight in our own company
We have no desire strange places to see
Although that your offers are charming

""And we have no desire to take your advance
All hazards and dangers we barter on chance
For you'd have no scruples for to send us to France
Where we would get shot without warning,""
""Oh no,"" says the Sergeant. ""I'll have no such chat
And neither will I take it from snappy young brats
For if you insult me with one other word
I'll cut off your heads in the morning.""

And Arthur and I, we soon drew our hogs
And we scarce gave them time to draw their own blades
When a trusty shillelagh came over their head
And bid them take that as fair warning
And their old rusty rapiers that hung by their sides
We flung them as far as we could in the tide
""Now take them up, devils!"" cried Arthur McBride
""And temper their edge in the morning!""
And the little wee drummer, we flattened his bow
And we made a football of his rowdy-dow-dow
Threw it in the tide for to rock and to roll
And bade it a tedious returning
And we having no money, paid them off in cracks
We paid no respect to their two bloody backs
And we lathered them there like a pair of wet sacks
And left them for dead in the morning

And so, to conclude and to finish disputes
We obligingly asked if they wanted recruits
For we were the lads who would give them hard clouts
And bid them look sharp in the morning'

Oh, me and my cousin, one Arthur McBride
As we went a-walking down by the seaside
Mark now what followed and what did betide
For it being on Christmas morning"
As I Went Out One Morning,As I Went Out One Morning,Bob Dylan,"As I went out one morning
To breathe the air around Tom Paine’s
I spied the fairest damsel
That ever did walk in chains
I offered her my hand
She took me by the arm
I knew that very instant
She meant to do me harm

“Depart from me this moment”
I told her with my voice
Said she, “But I don’t wish to”
Said I, “But you have no choice”
“I beg you, sir,” she pleaded
From the corners of her mouth
“I will secretly accept you
And together we’ll fly south”

Just then Tom Paine, himself
Came running from across the field
Shouting at this lovely girl
And commanding her to yield
And as she was letting go her grip
Up Tom Paine did run
“I’m sorry, sir,” he said to me
“I’m sorry for what she’s done”"
As Time Goes By,As Time Goes By,Bob Dylan,"You must remember this
A kiss is still a kiss
A sigh is still just a sigh
The fundamental things apply
As time goes by
And when two lovers woo
They still say ""I love you""
On that you can rely
No matter what the future brings
As time goes by
Moonlight and love songs never out of date
Hearts full of passion, jealousy, and hate
Woman needs man and man must have his mate
That no one can deny
It's still the same old story
A fight for love and glory
A case of do or die
The world will always welcome lovers
As time goes by"
Autumn Leaves,Autumn Leaves,Bob Dylan,"The falling leaves
Drift by the window
The autumn leaves
Of red and gold
I see your lips
The summer kisses
The sunburned hands
I used to hold
Since you went away
The days grow long
And soon I'll hear
Old winter's song
But I miss you most of all
My darling
When autumn leaves
Start to fall"
Baby Ain’t That Fine,Baby Ain't That Fine,Bob Dylan,"The bells are golden chimes
The sun is going to shine
Before this heart of mine
Baby ain't that fine
Baby ain't that fine
Baby ain't that fine
Baby ain't that fine
Hey, la la la
Baby ain't that fine
Baby ain't that fine
I get a little bit tingle up and down my spine
I (??) every time you say you're mine
You're gonna be my baby
I'm a-gonna be your guy
We're gonna cook some lovin'
It's a-gonna sizzle and fry
Baby ain't that fine
Baby ain't that fine
Baby ain't that fine
Baby ain't that fine"
Baby Please Don’t Go,Baby Please Don't Go,Bob Dylan,"Baby please don't go
Baby please don't go
Baby please don't go
Back to New Orleans
You know it hurt me so
Baby please don't go
Turn your lamp down low
Turn your lamp down low
Turn your lamp down low
Don't drive me from your door
Baby please don't go
Baby please don't leave
Baby please don't go
Baby please don't go
Baby please don't go
Back to New Orleans
You know it hurt me so
Baby please don't go
Turn your lamp down low
Turn your lamp down low
Turn your lamp down low
Don't drive me from your door
Baby please don't go
Baby please don't leave
Baby please don't go"
"Baby, I’m in the Mood for You","Baby, I'm in the Mood for You",Bob Dylan,"Sometimes I’m in the mood, I want to leave my lonesome home
And sometimes I’m in the mood, I want to hear my milk cow moan
And sometimes I’m in the mood, I want to hit that highway road
But then again, but then again, I said oh, I said oh, I said
Oh babe, I’m in the mood for you

Sometimes I’m in the mood, Lord, I had my overflowing fill
Sometimes I’m in the mood, I’m going to make out my final will
Sometimes I’m in the mood, I’m going to head for the walking hill
But then again, but then again, I said oh, I said oh, I said
Oh babe, I’m in the mood for you

Sometimes I’m in the mood, I want to lay right down and die
Sometimes I’m in the mood, I want to climb up to the sky
Sometimes I’m in the mood, I’m going to laugh until I cry
But then again, I said again, I said again, I said
Oh babe, I’m in the mood for you

Sometimes I’m in the mood, I’m going to sleep in my pony’s stall
Sometimes I’m in the mood, I ain’t going to do nothing at all
Sometimes I’m in the mood, I want to fly like a cannonball
But then again, but then again, I said oh, I said oh, I said
Oh babe, I’m in the mood for you
Sometimes I’m in the mood, I want to back up against the wall
Sometimes I’m in the mood, I want to run till I have to crawl
Sometimes I’m in the mood, I ain’t going to do nothing at all
But then again, but then again, I said oh, I said oh, I said
Oh babe, I’m in the mood for you

Sometimes I’m in the mood, I want to change my house around
Sometimes I’m in the mood, I’m going to make a change in this here town
Sometimes I’m in the mood, I’m going to change the world around
But then again, but then again, I said oh, I said oh, I said
Oh babe, I’m in the mood for you"
"Baby, Let Me Follow You Down","Baby, Let Me Follow You Down",Bob Dylan,"I first heard this from Ric von Schmidt
He lives in Cambridge
Ric's a blues guitar player
I met him one day in the
Green pastures of Harvard University

Baby, let me follow you down
Baby, let me follow you down
Well, I'll do anything in this God-almighty world
If you just let me follow you down

Can I come home with you?
Baby, can I come home with you?
Yes, I'll do anything in this God-almighty world
If you just let me come home with you

Baby, let me follow you down
Baby, let me follow you down
Well, I'll do anything in this God-almighty world
If you just let me follow you down

Yes, I'd do anything in this God-almighty world
If you just let me follow you down
I'll buy you a diamond ring
Yes, I'll buy you a wedding gown
Yes, I'll do anything in this god almighty world
If you just let me follow you down
I'll buy you rope and twine
Honey, just for you to climb
Yes, I'll do anything in this god almighty world
If you just once drive me out of my mind
Buy you a hoop and skirt
I'll buy you a velvet shirt
Yes, I'll do anything in this god almighty world
If you just don't make me hurt"
